500k	s Jesse Lee Soffer of the antics the three casts get up to when theyre together	['O', 'B-SRC', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9035128	s Jesse Lee Soffer of the antics the three casts get up to when theyre together																						
500k	Sarah Howe of craft suppliers PocketPin	['O', 'O', 'O', 'O', 'O', 'O']	0	0.6074772571	Sarah Howe of craft suppliers PocketPin																						
500k	Sensing that shes a bit adrift Nickbecomes the Captain America of chivalry and upon learning her purse was stolen which included her wallet and credit cards hes determined to help her get home	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9960578314	Sensing that shes a bit adrift |Nick|becomes the *Captain America* of /chivalry/ and upon learning her purse was stolen which included her wallet and credit cards hes determined to help her get home																						
500k	Shes like a Debussy of the modern computer and these hand effects	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O']	1	0.9004095027	|She|s like a *Debussy* of /the modern computer and these hand effects/																						
500k	So why then would such a talent move to the one team who already have a David Silva of their own	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9936627717	So why then would such a talent move to the one team who already have a David Silva of their own																						
500k	Steve McQueen Full Throttle Cool Dwight Jon Zimmerman Greg Scott Motorbooks 1999 Steve McQueen was the Patrick Dempsey of his daya leadingman actor who discovered he could credibly drive a race car	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9991904892	Steve McQueen Full Throttle Cool Dwight Jon Zimmerman Greg Scott Motorbooks 1999 |Steve McQueen| was the *Patrick Dempsey* of /his day/a leadingman actor who discovered he could credibly drive a race car																						
500k	Susan is the Sarah Connor of philosophy as she ponders the role of science fiction and thought experiments to help understand uploading time travel superintelligence the Singularity a new approach to the computational theory of mind consciousness and physicalism	['B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9995971034	|Susan| is the *Sarah Connor* of /philosophy/ as she ponders the role of science fiction and thought experiments to help understand uploading time travel superintelligence the Singularity a new approach to the computational theory of mind consciousness and physicalism																						
500k	Syrians have taken to calling her Mama Merkel Mother of the Outcasts	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8931939989	Syrians have taken to calling her Mama Merkel Mother of the Outcasts																						
500k	Take your Heinekens of the world your Emirates and such simply being an official sponsor is enough	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9123828554	Take your Heinekens of the world your Emirates and such simply being an official sponsor is enough																						
500k	Terming the victory historic ABVP national joint secretary organisation Srinivasan said Delhi University has rejected the Arvind Kejriwalstyle of negative politics and supported constructive politics	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O']	1	0.9024159328	Terming the victory historic ABVP national joint secretary organisation Srinivasan said Delhi University has rejected the Arvind Kejriwalstyle of negative politics and supported constructive politics																						
500k	Thats the issue	['O', 'O', 'O']	0	0.9999994183	Thats the issue																						
500k	Theyre the Budweiser and Miller Lite of spirits	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.7706320484	|Theyre| the *Budweiser* and *Miller Lite* of /spirits/																						
500k	To some Kampala is a concrete jungle to some to others it is the Canaan of matooke and pork to others	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O']	1	0.8519807327	To some Kampala is a concrete jungle to some to others |it| is the *Canaan* of /matooke and pork/ to others																						
500k	Transfer summary	['O', 'O']	0	0.9999994187	Transfer summary																						
500k	Updateetcsnmpsnmpdconf	['O']	0	0.9999994191	Updateetcsnmpsnmpdconf																						
500k	We are ready if hes ready they writeBiden has sent conflicting signals about his intentions	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999994185	We are ready if hes ready they writeBiden has sent conflicting signals about his intentions																						
500k	We are working to create what we call the Prius of Coworking says Eryc Branham CEO of MissionHUB	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9946339196	We are working to create what we call the *Prius* of /Coworking/ says Eryc Branham CEO of MissionHUB																						
500k	What kind of country singer are you When I assured her I was a country singer she replied Where are your cowboy boots I said I aint got noneIm from North Carolina Patsy stood there grinnin from ear to ear and said Who do you think you are Hossthe Pat Boone of country music She used to call me Mr	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9921911716	What kind of country singer are you When I assured her I was a country singer she replied Where are your cowboy boots I said I aint got noneIm from North Carolina Patsy stood there grinnin from ear to ear and said Who do you think |you| are Hossthe *Pat Boone* of /country music/ She used to call me Mr																						
500k	What you need2know	['O', 'O', 'O']	0	0.9999994188	What you need2know																						
500k	Whats going on	['O', 'O', 'O']	0	0.9999994192	Whats going on																						
500k	While presenting my case to Facebook I explained to the anonymous individualwith whom I dealt thatMother Teresa of Calcutta certainly a well known figure was born and baptized Agnes Gonxha Bojaxhiu but she was and is known as Mother Teresa	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8663483459	While presenting my case to Facebook I explained to the anonymous individualwith whom I dealt thatMother Teresa of Calcutta certainly a well known figure was born and baptized Agnes Gonxha Bojaxhiu but she was and is known as Mother Teresasent	tags	prediction_label	mean	article_url	label	annotate_sentence	0_clf	50k_clf	200k_clf	500k_clf	0_seqtag	200k_seqtag	500k_seqtag	old label	already labeled	0_seqtag	200k_seqtag	500k_seqtag	old_anno	already annotated	Kommentar	final
50k	126 pm New Photos of Plutos Haze Backlit and In Glorious Detail Slide 1 of 6	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949045	126 pm New Photos of Plutos Haze Backlit and In Glorious Detail Slide 1 of 6																						
50k	31DC2015 Day 11 Owls and Polka Dots	['O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949309	31DC2015 Day 11 Owls and Polka Dots																						
50k	4 11 Share Tweet Poulettemagique is our LomoHome of the Day	['O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O']	1	0.8135471185	4 11 Share Tweet Poulettemagique is our LomoHome of the Day																						
50k	41 free spins bonus at Treasure Island Jackpots	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.999994906	41 free spins bonus at Treasure Island Jackpots																						
50k	8 USC vs Arkansas State 11 pm Pac12 Network preview No	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949113	8 USC vs Arkansas State 11 pm Pac12 Network preview No																						
50k	8 Ways to get kids to do homework without complaining	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949422	8 Ways to get kids to do homework without complaining																						
50k	A few years earlier Burton reputedly considered Hathaway for the musical Sweeney Todd The Demon Barber of Fleet Street before deciding he wanted an unknown young actress	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'O', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.8833068124	A few years earlier Burton reputedly considered Hathaway for the musical Sweeney Todd The Demon Barber of Fleet Street before deciding he wanted an unknown young actress																						
50k	An American Graffiti for a new generation	['O', 'O', 'O', 'O', 'O', 'I-MOD', 'O']	0	0.7320210984	An *American Graffiti* for /a new generation/																						
50k	And then of course theres the Holy Grail of individual awards Most Valuable Player	['O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'B-TRG', 'I-TRG', 'I-TRG']	1	0.8951865036	And then of course theres the *Holy Grail* of /individual awards/ |Most Valuable Player|																						
50k	Another client recently referred to Eng as the Mister Myagi of Life Coaching	['O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9997532284	Another client recently referred to |Eng| as the *Mister Myagi* of /Life Coaching/																						
50k	Be the Betty of the brunch table with this simple matchthat boosts of golden hues and supreme style victory	['O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9995780913	Be the *Betty* of /the brunch table/ with this simple matchthat boosts of golden hues and supreme style victory																						
50k	Beauties politicos in red on 10 idea	['O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949608	Beauties politicos in red on 10 idea																						
50k	Behold the Lambo of God	['O', 'O', 'B-SRC', 'O', 'B-MOD']	1	0.8771504323	Behold the Lambo of God																						
50k	Both teams will attempt to get a win at 7 pm in Whitewater	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949066	Both teams will attempt to get a win at 7 pm in Whitewater																						
50k	But of course he is the Beethoven of private pathologists seeing the clues and making the connections that ordinary salaried policeemployed medical examiners miss	['O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.999901715	But of course |he| is the *Beethoven* of /private pathologists/ seeing the clues and making the connections that ordinary salaried policeemployed medical examiners miss																						
50k	Buy Now Schlogoat is our LomoHome of the Day	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.7786354763	Buy Now Schlogoat is our LomoHome of the Day																						
50k	Castro calls Maradona the Che of sports and the retired football star boasts a tattoo of Guevara on his right arm which he got when he came to Cuba for a drug rehab program in 2004	['O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9999560944	Castro calls |Maradona| the *Che* of /sports/ and the retired football star boasts a tattoo of Guevara on his right arm which he got when he came to Cuba for a drug rehab program in 2004																						
50k	Cena vs Rollins once again top match on the show like last month although not as good as Summer Slam	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949051	Cena vs Rollins once again top match on the show like last month although not as good as Summer Slam																						
50k	Chancellor is the Marshawn Lynch of the Seahawks defense	['B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD']	1	0.9994268842	|Chancellor| is the *Marshawn Lynch* of /the Seahawks defense/																						
50k	His day	['O', 'O']	0	0.8032546403	His day																						
50k	Councilmembers Licata and Sawant will be available after the committee meeting to respond to media inquiries	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949018	Councilmembers Licata and Sawant will be available after the committee meeting to respond to media inquiries																						
50k	Donald Trump is the Lonesome Rhodes of our time	['B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9996319886	|Donald Trump| is the *Lonesome Rhodes* of /our time/																						
50k	Dont laugh wrote RJ Currie of sportsdekecom Word is hes a real praymaker	['O', 'O', 'O', 'B-TRG', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.889878031	Dont laugh wrote RJ Currie of sportsdekecom Word is hes a real praymaker																						
50k	Ducks Share Husky Invitational Title for Second Straight Year	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949168	Ducks Share Husky Invitational Title for Second Straight Year																						
50k	Egypt is the Hollywood of the Middle East he says	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O']	1	0.9997510405	|Egypt| is the *Hollywood* of /the Middle East/ he says																						
50k	Emma Thompson Sweeney Todd The Demon Barber of Fleet Street Live from Lincoln Center	['O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O']	1	0.8650746033	Emma Thompson Sweeney Todd The Demon Barber of Fleet Street Live from Lincoln Center																						
50k	Exchange of commemorative shields with AbdulHafeez AlQaisi director general of Land and Maritime Transport under the Ministry of Public Works and T	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949021	Exchange of commemorative shields with AbdulHafeez AlQaisi director general of Land and Maritime Transport under the Ministry of Public Works and T																						
50k	Fleetwood MacMan of the world 2	['O', 'O', 'O', 'O', 'O', 'O']	0	0.803121407	Fleetwood MacMan of the world 2																						
50k	Four Creighton vs DePaul mens basketball tickets and parking pass for Feb 6	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949221	Four Creighton vs DePaul mens basketball tickets and parking pass for Feb 6																						
50k	Fozzie is the Ed McMahonesque sidekick	['B-TRG', 'O', 'O', 'O', 'O', 'O']	0	0.8380528003	Fozzie is the Ed McMahonesque sidekick																						
50k	He labelled him without a doubt the Kevin Rudd of the Liberal Party	['O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD']	1	0.9994804747	He labelled |him| without a doubt the *Kevin Rudd* of /the Liberal Party/																						
50k	He was the Einstein of his time or perhaps we should say that Einstein was the Archimedes of his time	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9996052119	|He| was the *Einstein* of /his time/ or perhaps we should say that |Einstein| was the *Archimedes* of /his time/																						
50k	Hes like the Sherlock Holmes of garbage Throughout the series the majority of fan emails that Whitesides received were from children who noticed a cleaning supply that wasnt in the book and suggested a magical purpose	['B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9998827901	|Hes| like the *Sherlock Holmes* of /garbage/ Throughout the series the majority of fan emails that Whitesides received were from children who noticed a cleaning supply that wasnt in the book and suggested a magical purpose																						
50k	His day	['O', 'O']	0	0.8032546403	His day																						
50k	I called up my family and asked them what I should vote for and they told me The Voice which I found acceptable because I do think creator Mark Burnett is the Ed Sullivan of our day	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9998824062	I called up my family and asked them what I should vote for and they told me The Voice which I found acceptable because I do think creator |Mark Burnett| is the *Ed Sullivan* of /our day/																						
50k	I was basically my version of theMichael Scott of car salesman which is a total contrast to the way David runs his stores	['B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9995595196	|I| was basically my version of the*Michael Scott* of /car salesman/ which is a total contrast to the way David runs his stores																						
50k	If youre in the market for a Bentley SUV likely north of 350000 tick the box for the 18speaker 1950watt unit from Naim arguably the Bentley of sound systems	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9998367475	If youre in the market for a Bentley SUV likely north of 350000 tick the box for |the 18speaker 1950watt unit from Naim| arguably the *Bentley* of /sound systems/																						
50k	Im kind of like the Donald Trump of love	['B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	0.9996237416	|I|m kind of like the *Donald Trump* of /love/																						
50k	Import and export OPML format OPML is sort of like the Rosetta Stone of mind mapping software It enables you to share maps with other programs	['O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9997941893	Import and export OPML format |OPML| is sort of like the *Rosetta Stone* of /mind mapping software/ It enables you to share maps with other programs																						
50k	In Dublin he will hold talks with Enda Kenny the Taoiseach of Ireland	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O']	0	0.8633473485	In Dublin he will hold talks with Enda Kenny the Taoiseach of Ireland																						
50k	In Rosewood a comparatively lighthearted episodic quasipolice procedural premiering Wednesday on Fox Morris Chestnut plays Miamibased Dr Beaumont Rosewood a kind of freelance medical examiner considered by some to be the Beethoven of private pathologists as he likes to put it	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9998533728	In Rosewood a comparatively lighthearted episodic quasipolice procedural premiering Wednesday on Fox Morris Chestnut plays Miamibased |Dr Beaumont Rosewood| a kind of freelance medical examiner considered by some to be the *Beethoven* of /private pathologists/ as he likes to put it																						
50k	Is this an Eric Garner moment for the IsraelPalestine conflict	['O', 'B-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'I-MOD', 'B-MOD', 'I-MOD', 'I-MOD']	1	0.8518891556	Is |this| an *Eric Garner moment* for /the IsraelPalestine conflict/																						
50k	Itd be a stretch to call Foxs Grandfathered the granddaddy of all comedies but its got everyone beat when it comes to being ridiculously adorable	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8774876507	Itd be a stretch to call Foxs Grandfathered the granddaddy of all comedies but its got everyone beat when it comes to being ridiculously adorable																						
50k	Its fitting given Whites reputation as a Rock n Roll Mad Hatter of sorts that the lyrics often run throughtumbling non sequiturs	['O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'B-SRC', 'O', 'B-SRC', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.8787167554	Its fitting given |White|s reputation as /a Rock n Roll/ *Mad Hatter* of sorts that the lyrics often run throughtumbling non sequiturs																						
50k	Johnson is completing 61 percent of his passes in the uptempo offense that has gotten off a nationleading 95 plays a game and has some people calling Bowling Green the Baylor of the MAC	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.999863326	Johnson is completing 61 percent of his passes in the uptempo offense that has gotten off a nationleading 95 plays a game and has some people calling |Bowling Green| the *Baylor* of /the MAC/																						
50k	Just five candidates will be relegated to the earlier 6 pm	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949094	Just five candidates will be relegated to the earlier 6 pm																						
50k	Kestelman now NBL executive chairman has been dubbed the Frank Lowy of basketball and says the sport is riding a wave of support in Australia only previously seen in the 1990s	['B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9999383245	|Kestelman| now NBL executive chairman has been dubbed the *Frank Lowy* of /basketball/ and says the sport is riding a wave of support in Australia only previously seen in the 1990s																						
50k	Lead vocalist Alice Cooper is the Godvoice of rock with a deep paternal sound that says Oh yes you will come along for this ride	['O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9998702109	Lead vocalist Alice Cooper is the Godvoice of rock with a deep paternal sound that says Oh yes you will come along for this ride																						
50k	Listen this women is like a Tina Turner	['O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8486947183	Listen this women is like a Tina Turner																						
50k	Makerere University used to be referred to as the Harvard of Africa because of the intellectual dialogues on different issues	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9996068833	|Makerere University| used to be referred to as the *Harvard* of /Africa/ because of the intellectual dialogues on different issues																						
50k	Menopause is no longer just for older women with hot flashes irritability and night sweats	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949069	Menopause is no longer just for older women with hot flashes irritability and night sweats																						
50k	Nevertheless I was surprised when I read that CapHatien was once known as The Paris of the Antilles	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9997448111	Nevertheless I was surprised when I read that |CapHatien| was once known as The *Paris* of /the Antilles/																						
50k	New Brand Solutions Company Wildness Launches with a Revealing Look at How Generation Z is the Catalyst of the Cultural Revolution	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-TRG', 'O', 'O', 'B-SRC', 'O', 'O', 'O', 'O']	0	0.8977499507	New Brand Solutions Company Wildness Launches with a Revealing Look at How Generation Z is the Catalyst of the Cultural Revolution																						
50k	Nintendo is the Disney of the gaming world a controlling creative titan that creates beloved characters with shocking regularity	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9998730413	|Nintendo| is the *Disney* of /the gaming world/ a controlling creative titan that creates beloved characters with shocking regularity																						
50k	No Azerbaijani Citizens among Victims of Pilgrims Stampede near Mecca	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949546	No Azerbaijani Citizens among Victims of Pilgrims Stampede near Mecca																						
50k	No real chances for any of the teams in the opening minutes	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949026	No real chances for any of the teams in the opening minutes																						
50k	of the emerging technologies	['O', 'O', 'O', 'O']	0	0.7462741365	of the emerging technologies																						
50k	Only the Adams Oshiomoles of this world and some irrational and self serving individuals still cling onto such inhumane absurdities	['O', 'O', 'B-SRC', 'O', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.8699474047	Only the Adams Oshiomoles of this world and some irrational and self serving individuals still cling onto such inhumane absurdities																						
50k	Paige is known as the Robbie Farah of the team	['B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9997964927	|Paige| is known as the *Robbie Farah* of /the team/																						
50k	Passengers Brawl On JetBlue Flight	['O', 'O', 'O', 'O', 'O']	0	0.9999949513	Passengers Brawl On JetBlue Flight																						
50k	Preseason Morning Skate and Game Thread Red Wings atPenguins	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.99999491	Preseason Morning Skate and Game Thread Red Wings atPenguins																						
50k	PREVIEWNFLLeague set for new season and 50th Super Bowl	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999949496	PREVIEWNFLLeague set for new season and 50th Super Bowl																						
50k	Quixotic Greek anticorruption crusader finally tastes success Athens AFP As Alexis Tsipras cruised to victory in Greeces general election the outcome must have tasted even sweeter for the man considered the Don Quixote of Greek politics	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9998049203	Quixotic Greek anticorruption crusader finally tastes success Athens AFP As Alexis Tsipras cruised to victory in Greeces general election the outcome must have tasted even sweeter for |the man| considered the *Don Quixote* of /Greek politics/																						
